;municipio;codEstacao;Dia;PrecD
1;BARRA DE SÃO MIGUEL;270060701A;1;0
2;BARRA DE SÃO MIGUEL;270060701A;2;0
3;BARRA DE SÃO MIGUEL;270060701A;3;0
4;BARRA DE SÃO MIGUEL;270060701A;4;18,17
5;BARRA DE SÃO MIGUEL;270060701A;5;7,69
6;BARRA DE SÃO MIGUEL;270060701A;6;0
7;BARRA DE SÃO MIGUEL;270060701A;7;0
8;BARRA DE SÃO MIGUEL;270060701A;8;0
9;BARRA DE SÃO MIGUEL;270060701A;9;0,2
10;BARRA DE SÃO MIGUEL;270060701A;10;0,2
11;BARRA DE SÃO MIGUEL;270060701A;11;67,83
12;BARRA DE SÃO MIGUEL;270060701A;12;4,94
13;BARRA DE SÃO MIGUEL;270060701A;13;0
14;BARRA DE SÃO MIGUEL;270060701A;14;9,65
15;BARRA DE SÃO MIGUEL;270060701A;15;74,68
16;BARRA DE SÃO MIGUEL;270060701A;16;14
17;BARRA DE SÃO MIGUEL;270060701A;17;22,67
18;BARRA DE SÃO MIGUEL;270060701A;18;8,67
19;BARRA DE SÃO MIGUEL;270060701A;19;0
20;BARRA DE SÃO MIGUEL;270060701A;20;0
21;BARRA DE SÃO MIGUEL;270060701A;21;0
22;BARRA DE SÃO MIGUEL;270060701A;22;0
23;BARRA DE SÃO MIGUEL;270060701A;23;0
24;BARRA DE SÃO MIGUEL;270060701A;24;8,08
25;BARRA DE SÃO MIGUEL;270060701A;25;0
26;BARRA DE SÃO MIGUEL;270060701A;26;5,12
27;BARRA DE SÃO MIGUEL;270060701A;27;0,2
28;BARRA DE SÃO MIGUEL;270060701A;28;21,27
29;BARRA DE SÃO MIGUEL;270060701A;29;0
30;BARRA DE SÃO MIGUEL;270060701A;30;0
31;BRANQUINHA;270110001A;1;0
32;BRANQUINHA;270110001A;2;0
33;BRANQUINHA;270110001A;3;0
34;BRANQUINHA;270110001A;4;2
35;BRANQUINHA;270110001A;5;0,6
36;BRANQUINHA;270110001A;6;0
37;BRANQUINHA;270110001A;7;0
38;BRANQUINHA;270110001A;8;0
39;BRANQUINHA;270110001A;9;0,2
40;BRANQUINHA;270110001A;10;2
41;BRANQUINHA;270110001A;11;2,2
42;BRANQUINHA;270110001A;12;0,4
43;BRANQUINHA;270110001A;13;1
44;BRANQUINHA;270110001A;14;1
45;BRANQUINHA;270110001A;15;1,2
46;BRANQUINHA;270110001A;16;0,8
47;BRANQUINHA;270110001A;17;0,8
48;BRANQUINHA;270110001A;18;2,4
49;BRANQUINHA;270110001A;19;0
50;BRANQUINHA;270110001A;20;0
51;BRANQUINHA;270110001A;21;0
52;BRANQUINHA;270110001A;22;0
53;BRANQUINHA;270110001A;23;0
54;BRANQUINHA;270110001A;24;0
55;BRANQUINHA;270110001A;25;0
56;BRANQUINHA;270110001A;26;0
57;BRANQUINHA;270110001A;27;0,2
58;BRANQUINHA;270110001A;28;2
59;BRANQUINHA;270110001A;29;0,6
60;BRANQUINHA;270110001A;30;0,6
61;CAJUEIRO;270130801A;1;0
62;CAJUEIRO;270130801A;2;0
63;CAJUEIRO;270130801A;3;0
64;CAJUEIRO;270130801A;4;11,8
65;CAJUEIRO;270130801A;5;4,2
66;CAJUEIRO;270130801A;6;0
67;CAJUEIRO;270130801A;7;0
68;CAJUEIRO;270130801A;8;0
69;CAJUEIRO;270130801A;9;0
70;CAJUEIRO;270130801A;10;12
71;CAJUEIRO;270130801A;11;33,6
72;CAJUEIRO;270130801A;12;1,6
73;CAJUEIRO;270130801A;13;0,6
74;CAJUEIRO;270130801A;14;14
75;CAJUEIRO;270130801A;15;6,8
76;CAJUEIRO;270130801A;16;9,8
77;CAJUEIRO;270130801A;17;22,2
78;CAJUEIRO;270130801A;18;23,2
79;CAJUEIRO;270130801A;19;15,6
80;CAJUEIRO;270130801A;20;0,4
81;CAJUEIRO;270130801A;21;0
82;CAJUEIRO;270130801A;22;0
83;CAJUEIRO;270130801A;23;0
84;CAJUEIRO;270130801A;24;0
85;CAJUEIRO;270130801A;25;0
86;CAJUEIRO;270130801A;26;0
87;CAJUEIRO;270130801A;27;0
88;CAJUEIRO;270130801A;28;22,6
89;CAJUEIRO;270130801A;29;3
90;CAJUEIRO;270130801A;30;0,6
91;CAMPESTRE;270135701A;1;0
92;CAMPESTRE;270135701A;2;0
93;CAMPESTRE;270135701A;3;0
94;CAMPESTRE;270135701A;4;20,8
95;CAMPESTRE;270135701A;5;2,2
96;CAMPESTRE;270135701A;6;0
97;CAMPESTRE;270135701A;7;0,2
98;CAMPESTRE;270135701A;8;0
99;CAMPESTRE;270135701A;9;7,2
100;CAMPESTRE;270135701A;10;19,6
101;CAMPESTRE;270135701A;11;64,8
102;CAMPESTRE;270135701A;12;3,4
103;CAMPESTRE;270135701A;13;1,8
104;CAMPESTRE;270135701A;14;3,2
105;CAMPESTRE;270135701A;15;25,6
106;CAMPESTRE;270135701A;16;2,2
107;CAMPESTRE;270135701A;17;10,2
108;CAMPESTRE;270135701A;18;4,2
109;CAMPESTRE;270135701A;19;0,2
110;CAMPESTRE;270135701A;20;0
111;CAMPESTRE;270135701A;21;0
112;CAMPESTRE;270135701A;22;0
113;CAMPESTRE;270135701A;23;0
114;CAMPESTRE;270135701A;24;0
115;CAMPESTRE;270135701A;25;0
116;CAMPESTRE;270135701A;26;0
117;CAMPESTRE;270135701A;27;0,2
118;CAMPESTRE;270135701A;28;40
119;CAMPESTRE;270135701A;29;0,2
120;CAMPESTRE;270135701A;30;27
121;CAPELA;270170401A;1;1
122;CAPELA;270170401A;2;4,88
123;CAPELA;270170401A;3;16,97
124;CAPELA;270170401A;4;4,56
125;CAPELA;270170401A;5;3,17
126;CAPELA;270170401A;6;4,35
127;CAPELA;270170401A;7;1,97
128;CAPELA;270170401A;8;0
129;CAPELA;270170401A;9;0
130;CAPELA;270170401A;10;7,67
131;CAPELA;270170401A;11;42,99
132;CAPELA;270170401A;12;0,59
133;CAPELA;270170401A;13;0,2
134;CAPELA;270170401A;14;11,44
135;CAPELA;270170401A;15;15,58
136;CAPELA;270170401A;16;21,46
137;CAPELA;270170401A;17;13,62
138;CAPELA;270170401A;18;10,04
139;CAPELA;270170401A;19;0
140;CAPELA;270170401A;20;6,69
141;CAPELA;270170401A;21;0
142;CAPELA;270170401A;22;0
143;CAPELA;270170401A;23;0
144;CAPELA;270170401A;24;0
145;CAPELA;270170401A;25;0
146;CAPELA;270170401A;26;0
147;CAPELA;270170401A;27;0
148;CAPELA;270170401A;28;10,82
149;CAPELA;270170401A;29;2,96
150;CAPELA;270170401A;30;0
151;COLÔNIA LEOPOLDINA;270210801A;1;0
152;COLÔNIA LEOPOLDINA;270210801A;2;0
153;COLÔNIA LEOPOLDINA;270210801A;3;0
154;COLÔNIA LEOPOLDINA;270210801A;4;26,2
155;COLÔNIA LEOPOLDINA;270210801A;5;1,2
