"","municipio","codEstacao","Dia","PrecD"
"1","ALAGOA GRANDE","250030401A","01",1
"2","ALAGOA GRANDE","250030401A","02",0
"3","ALAGOA GRANDE","250030401A","03",0.2
"4","ALAGOA GRANDE","250030401A","04",0.4
"5","ALAGOA GRANDE","250030401A","05",0
"6","ALAGOA GRANDE","250030401A","06",0
"7","ALAGOA GRANDE","250030401A","07",0
"8","ALAGOA GRANDE","250030401A","08",2.2
"9","ALAGOA GRANDE","250030401A","09",8.8
"10","ALAGOA GRANDE","250030401A","10",0.2
"11","ALAGOA GRANDE","250030401A","11",11.2
"12","ALAGOA GRANDE","250030401A","12",2.2
"13","ALAGOA GRANDE","250030401A","13",0
"14","ALAGOA GRANDE","250030401A","14",30.8
"15","ALAGOA GRANDE","250030401A","15",3.6
"16","ALAGOA GRANDE","250030401A","16",1.6
"17","ALAGOA GRANDE","250030401A","17",0.8
"18","ALAGOA GRANDE","250030401A","18",2
"19","ALAGOA GRANDE","250030401A","19",0.2
"20","ALAGOA GRANDE","250030401A","20",5.2
"21","ALAGOA GRANDE","250030401A","21",4.2
"22","ALAGOA GRANDE","250030401A","22",0.4
"23","ALAGOA GRANDE","250030401A","23",17
"24","ALAGOA GRANDE","250030401A","24",5.2
"25","ALAGOA GRANDE","250030401A","25",1.4
"26","ALAGOA GRANDE","250030401A","26",19.4
"27","ALAGOA GRANDE","250030401A","27",12.2
"28","ALAGOA GRANDE","250030401A","28",16.2
"29","ALAGOA GRANDE","250030401A","29",0.4
"30","ALAGOA GRANDE","250030401A","30",22.4
"31","ALAGOINHA","250050201A","01",0.8
"32","ALAGOINHA","250050201A","02",0
"33","ALAGOINHA","250050201A","03",0
"34","ALAGOINHA","250050201A","04",0.6
"35","ALAGOINHA","250050201A","05",0
"36","ALAGOINHA","250050201A","06",0
"37","ALAGOINHA","250050201A","07",0.2
"38","ALAGOINHA","250050201A","08",5.4
"39","ALAGOINHA","250050201A","09",15.4
"40","ALAGOINHA","250050201A","10",0.2
"41","ALAGOINHA","250050201A","11",10.4
"42","ALAGOINHA","250050201A","12",3
"43","ALAGOINHA","250050201A","13",1.2
"44","ALAGOINHA","250050201A","14",34.8
"45","ALAGOINHA","250050201A","15",6
"46","ALAGOINHA","250050201A","16",2.6
"47","ALAGOINHA","250050201A","17",1.2
"48","ALAGOINHA","250050201A","18",1.8
"49","ALAGOINHA","250050201A","19",0
"50","ALAGOINHA","250050201A","20",2.4
"51","ALAGOINHA","250050201A","21",3
"52","ALAGOINHA","250050201A","22",0.4
"53","ALAGOINHA","250050201A","23",14.6
"54","ALAGOINHA","250050201A","24",2.8
"55","ALAGOINHA","250050201A","25",6.4
"56","ALAGOINHA","250050201A","26",14.2
"57","ALAGOINHA","250050201A","27",19.2
"58","ALAGOINHA","250050201A","28",20.4
"59","ALAGOINHA","250050201A","29",2.8
"60","ALAGOINHA","250050201A","30",13.8
"61","BAYEUX","250180701A","01",5.4
"62","BAYEUX","250180701A","02",0
"63","BAYEUX","250180701A","03",0
"64","BAYEUX","250180701A","04",0
"65","BAYEUX","250180701A","05",0
"66","BAYEUX","250180701A","06",0
"67","BAYEUX","250180701A","07",4.2
"68","BAYEUX","250180701A","08",18.4
"69","BAYEUX","250180701A","09",121.4
"70","BAYEUX","250180701A","10",1.4
"71","BAYEUX","250180701A","11",78.8
"72","BAYEUX","250180701A","12",29.2
"73","BAYEUX","250180701A","13",0.8
"74","BAYEUX","250180701A","14",19.6
"75","BAYEUX","250180701A","15",17
"76","BAYEUX","250180701A","16",10.4
"77","BAYEUX","250180701A","17",2.8
"78","BAYEUX","250180701A","18",1
"79","BAYEUX","250180701A","19",0
"80","BAYEUX","250180701A","20",13.4
"81","BAYEUX","250180701A","21",5.2
"82","BAYEUX","250180701A","22",5
"83","BAYEUX","250180701A","23",15.6
"84","BAYEUX","250180701A","24",16.8
"85","BAYEUX","250180701A","25",8
"86","BAYEUX","250180701A","26",37.8
"87","BAYEUX","250180701A","27",21.4
"88","BAYEUX","250180701A","28",43.8
"89","BAYEUX","250180701A","29",14.6
"90","BAYEUX","250180701A","30",68
"91","BAYEUX","250180702A","01",1.2
"92","BAYEUX","250180702A","02",0.6
"93","BAYEUX","250180702A","03",0
"94","BAYEUX","250180702A","04",0
"95","BAYEUX","250180702A","05",0
"96","BAYEUX","250180702A","06",0
"97","BAYEUX","250180702A","07",1.4
"98","BAYEUX","250180702A","08",15.4
"99","BAYEUX","250180702A","09",108.4
"100","BAYEUX","250180702A","10",0.4
"101","BAYEUX","250180702A","11",57.6
"102","BAYEUX","250180702A","12",36.6
"103","BAYEUX","250180702A","13",0.4
"104","BAYEUX","250180702A","14",24
"105","BAYEUX","250180702A","15",13.6
"106","BAYEUX","250180702A","16",4.2
"107","BAYEUX","250180702A","17",3
"108","BAYEUX","250180702A","18",0.2
"109","BAYEUX","250180702A","19",0
"110","BAYEUX","250180702A","20",5.6
"111","BAYEUX","250180702A","21",4
"112","BAYEUX","250180702A","22",6.4
"113","BAYEUX","250180702A","23",13.4
"114","BAYEUX","250180702A","24",13
"115","BAYEUX","250180702A","25",7.6
"116","BAYEUX","250180702A","26",32.2
"117","BAYEUX","250180702A","27",25
"118","BAYEUX","250180702A","28",48.2
"119","BAYEUX","250180702A","29",20
"120","BAYEUX","250180702A","30",78
"121","BAYEUX","250180703A","01",1.8
"122","BAYEUX","250180703A","02",2.2
"123","BAYEUX","250180703A","03",0
"124","BAYEUX","250180703A","04",0
"125","BAYEUX","250180703A","05",0
"126","BAYEUX","250180703A","06",0
"127","BAYEUX","250180703A","07",1.6
"128","BAYEUX","250180703A","08",15.6
"129","BAYEUX","250180703A","09",100.2
"130","BAYEUX","250180703A","10",0.6
"131","BAYEUX","250180703A","11",63.6
"132","BAYEUX","250180703A","12",29.6
"133","BAYEUX","250180703A","13",0.6
"134","BAYEUX","250180703A","14",17.2
"135","BAYEUX","250180703A","15",16.6
"136","BAYEUX","250180703A","16",4.2
"137","BAYEUX","250180703A","17",2.8
"138","BAYEUX","250180703A","18",0.4
"139","BAYEUX","250180703A","19",0
"140","BAYEUX","250180703A","20",5.4
"141","BAYEUX","250180703A","21",3.2
"142","BAYEUX","250180703A","22",5.6
"143","BAYEUX","250180703A","23",11.2
"144","BAYEUX","250180703A","24",14.8
"145","BAYEUX","250180703A","25",7.8
"146","BAYEUX","250180703A","26",34.6
"147","BAYEUX","250180703A","27",17.2
"148","BAYEUX","250180703A","28",50.2
"149","BAYEUX","250180703A","29",18.6
"150","BAYEUX","250180703A","30",82.4
"151","CAAPORÃ","250300101A","01",1
"152","CAAPORÃ","250300101A","02",0.2
"153","CAAPORÃ","250300101A","03",0
"154","CAAPORÃ","250300101A","04",0.2
"155","CAAPORÃ","250300101A","05",0.4
"156","CAAPORÃ","250300101A","06",5.8
"157","CAAPORÃ","250300101A","07",11.2
"158","CAAPORÃ","250300101A","08",4.2
"159","CAAPORÃ","250300101A","09",31
"160","CAAPORÃ","250300101A","10",0
"161","CAAPORÃ","250300101A","11",40.4
"162","CAAPORÃ","250300101A","12",2.4
"163","CAAPORÃ","250300101A","13",0.2
"164","CAAPORÃ","250300101A","14",46.8
"165","CAAPORÃ","250300101A","15",15
"166","CAAPORÃ","250300101A","16",15.8
"167","CAAPORÃ","250300101A","17",5.4
"168","CAAPORÃ","250300101A","18",1
"169","CAAPORÃ","250300101A","19",0.2
"170","CAAPORÃ","250300101A","20",9
"171","CAAPORÃ","250300101A","21",7
"172","CAAPORÃ","250300101A","22",16
"173","CAAPORÃ","250300101A","23",12.8
"174","CAAPORÃ","250300101A","24",7.6
"175","CAAPORÃ","250300101A","25",11.8
"176","CAAPORÃ","250300101A","26",65.8
"177","CAAPORÃ","250300101A","27",22.4
"178","CAAPORÃ","250300101A","28",25.2
"179","CAAPORÃ","250300101A","29",13.2
"180","CAAPORÃ","250300101A","30",63
"181","CABEDELO","250320901A","01",0.2
"182","CABEDELO","250320901A","02",0
"183","CABEDELO","250320901A","03",0.2
"184","CABEDELO","250320901A","04",0
"185","CABEDELO","250320901A","05",1.8
"186","CABEDELO","250320901A","06",0
"187","CABEDELO","250320901A","07",4.4
"188","CABEDELO","250320901A","08",9.2
"189","CABEDELO","250320901A","09",176
"190","CABEDELO","250320901A","10",1.4
"191","CABEDELO","250320901A","11",63.8
"192","CABEDELO","250320901A","12",19.4
"193","CABEDELO","250320901A","13",0
"194","CABEDELO","250320901A","14",21
"195","CABEDELO","250320901A","15",6.4
"196","CABEDELO","250320901A","16",2.4
"197","CABEDELO","250320901A","17",4.2
"198","CABEDELO","250320901A","18",0.8
"199","CABEDELO","250320901A","19",0
"200","CABEDELO","250320901A","20",3.2
"201","CABEDELO","250320901A","21",4.8
"202","CABEDELO","250320901A","22",3
"203","CABEDELO","250320901A","23",4.4
"204","CABEDELO","250320901A","24",12.2
"205","CABEDELO","250320901A","25",1.6
"206","CABEDELO","250320901A","26",54.8
"207","CABEDELO","250320901A","27",10.8
"208","CABEDELO","250320901A","28",28.2
"209","CABEDELO","250320901A","29",17.6
"210","CABEDELO","250320901A","30",35.2
"211","CABEDELO","250320902A","01",0
"212","CABEDELO","250320902A","02",0
"213","CABEDELO","250320902A","03",0
"214","CABEDELO","250320902A","04",0
"215","CABEDELO","250320902A","05",0
"216","CABEDELO","250320902A","06",0
"217","CABEDELO","250320902A","07",9
"218","CABEDELO","250320902A","08",15
"219","CABEDELO","250320902A","09",146
"220","CABEDELO","250320902A","10",5.4
"221","CABEDELO","250320902A","11",72.6
"222","CABEDELO","250320902A","12",20.2
"223","CABEDELO","250320902A","13",0
"224","CABEDELO","250320902A","14",12.8
"225","CABEDELO","250320902A","15",20.8
"226","CABEDELO","250320902A","16",5.4
"227","CABEDELO","250320902A","17",3
"228","CABEDELO","250320902A","18",0.8
"229","CABEDELO","250320902A","19",0
