;municipio;codEstacao;Dia;PrecD
1;BARRA DE SÃO MIGUEL;270060701A;1;6,34
2;BARRA DE SÃO MIGUEL;270060701A;2;4,33
3;BARRA DE SÃO MIGUEL;270060701A;3;20,2
4;BARRA DE SÃO MIGUEL;270060701A;4;2,98
5;BARRA DE SÃO MIGUEL;270060701A;5;12,82
6;BARRA DE SÃO MIGUEL;270060701A;6;0
7;BARRA DE SÃO MIGUEL;270060701A;7;10,44
8;BARRA DE SÃO MIGUEL;270060701A;8;17,15
9;BARRA DE SÃO MIGUEL;270060701A;9;0,79
10;BARRA DE SÃO MIGUEL;270060701A;10;18,71
11;BARRA DE SÃO MIGUEL;270060701A;11;6,31
12;BARRA DE SÃO MIGUEL;270060701A;12;0
13;BARRA DE SÃO MIGUEL;270060701A;13;0
14;BARRA DE SÃO MIGUEL;270060701A;14;2,96
15;BARRA DE SÃO MIGUEL;270060701A;15;65,92
16;BARRA DE SÃO MIGUEL;270060701A;16;0
17;BARRA DE SÃO MIGUEL;270060701A;17;0
18;BARRA DE SÃO MIGUEL;270060701A;18;0
19;BARRA DE SÃO MIGUEL;270060701A;19;0
20;BARRA DE SÃO MIGUEL;270060701A;20;9,49
21;BARRA DE SÃO MIGUEL;270060701A;21;2,98
22;BARRA DE SÃO MIGUEL;270060701A;22;2,4
23;BARRA DE SÃO MIGUEL;270060701A;23;18,33
24;BARRA DE SÃO MIGUEL;270060701A;24;18,95
25;BARRA DE SÃO MIGUEL;270060701A;25;0
26;BARRA DE SÃO MIGUEL;270060701A;26;0
27;BARRA DE SÃO MIGUEL;270060701A;27;7,5
28;BARRA DE SÃO MIGUEL;270060701A;28;2,4
29;BARRA DE SÃO MIGUEL;270060701A;29;1,58
30;BARRA DE SÃO MIGUEL;270060701A;30;7,29
31;BRANQUINHA;270110001A;1;0,2
32;BRANQUINHA;270110001A;2;0,8
33;BRANQUINHA;270110001A;3;0,6
34;BRANQUINHA;270110001A;4;1,6
35;BRANQUINHA;270110001A;5;1,8
36;BRANQUINHA;270110001A;6;0,4
37;BRANQUINHA;270110001A;7;0,4
38;BRANQUINHA;270110001A;8;0,4
39;BRANQUINHA;270110001A;9;0,2
40;BRANQUINHA;270110001A;10;2
41;BRANQUINHA;270110001A;11;0,4
42;BRANQUINHA;270110001A;12;0
43;BRANQUINHA;270110001A;13;0
44;BRANQUINHA;270110001A;14;0,8
45;BRANQUINHA;270110001A;15;0,4
46;BRANQUINHA;270110001A;16;0,2
47;BRANQUINHA;270110001A;17;0
48;BRANQUINHA;270110001A;18;0
49;BRANQUINHA;270110001A;19;0,2
50;BRANQUINHA;270110001A;20;1,4
51;BRANQUINHA;270110001A;21;0,2
52;BRANQUINHA;270110001A;22;0
53;BRANQUINHA;270110001A;23;0,4
54;BRANQUINHA;270110001A;24;1,2
55;BRANQUINHA;270110001A;25;0,8
56;BRANQUINHA;270110001A;26;0
57;BRANQUINHA;270110001A;27;1,6
58;BRANQUINHA;270110001A;28;1,2
59;BRANQUINHA;270110001A;29;0,2
60;BRANQUINHA;270110001A;30;1,4
61;CAJUEIRO;270130801A;1;11,2
62;CAJUEIRO;270130801A;2;1,8
63;CAJUEIRO;270130801A;3;1,2
64;CAJUEIRO;270130801A;4;2,4
65;CAJUEIRO;270130801A;5;19
66;CAJUEIRO;270130801A;6;1,4
67;CAJUEIRO;270130801A;7;2,8
68;CAJUEIRO;270130801A;8;18
69;CAJUEIRO;270130801A;9;0,2
70;CAJUEIRO;270130801A;10;9
71;CAJUEIRO;270130801A;11;2,8
72;CAJUEIRO;270130801A;12;0
73;CAJUEIRO;270130801A;13;0
74;CAJUEIRO;270130801A;14;11,2
75;CAJUEIRO;270130801A;15;21,8
76;CAJUEIRO;270130801A;16;0
77;CAJUEIRO;270130801A;17;0
78;CAJUEIRO;270130801A;18;0
79;CAJUEIRO;270130801A;19;0,4
80;CAJUEIRO;270130801A;20;10,4
81;CAJUEIRO;270130801A;21;4,2
82;CAJUEIRO;270130801A;22;0,4
83;CAJUEIRO;270130801A;23;6,4
84;CAJUEIRO;270130801A;24;32,4
85;CAJUEIRO;270130801A;25;1
86;CAJUEIRO;270130801A;26;0
87;CAJUEIRO;270130801A;27;3,8
88;CAJUEIRO;270130801A;28;0,6
89;CAJUEIRO;270130801A;29;0,6
90;CAJUEIRO;270130801A;30;4,6
91;CAMPESTRE;270135701A;1;1
92;CAMPESTRE;270135701A;2;0,6
93;CAMPESTRE;270135701A;3;1
94;CAMPESTRE;270135701A;4;6,8
95;CAMPESTRE;270135701A;5;3
96;CAMPESTRE;270135701A;6;0,4
97;CAMPESTRE;270135701A;7;1,2
98;CAMPESTRE;270135701A;8;7,4
99;CAMPESTRE;270135701A;9;0,2
100;CAMPESTRE;270135701A;10;4
101;CAMPESTRE;270135701A;11;0,6
102;CAMPESTRE;270135701A;12;0
103;CAMPESTRE;270135701A;13;0
104;CAMPESTRE;270135701A;14;3,6
105;CAMPESTRE;270135701A;15;3,4
106;CAMPESTRE;270135701A;16;3
107;CAMPESTRE;270135701A;17;5,8
108;CAMPESTRE;270135701A;18;0,2
109;CAMPESTRE;270135701A;19;4,4
110;CAMPESTRE;270135701A;20;4
111;CAMPESTRE;270135701A;21;1
112;CAMPESTRE;270135701A;22;1,4
113;CAMPESTRE;270135701A;23;9,6
114;CAMPESTRE;270135701A;24;16,2
115;CAMPESTRE;270135701A;25;2
116;CAMPESTRE;270135701A;26;0
117;CAMPESTRE;270135701A;27;1
